credit_score,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
538,Female,31,0,0,2,no,no,179453.66,no
699,Male,39,9,0,1,yes,no,80963.92,no
504,Male,32,8,170291.22,2,no,yes,15658.99,no
583,Male,47,5,102562.23,1,yes,no,92708.1,no
712,Male,53,2,111061.01,2,no,no,26542.17,no
626,Male,62,3,0,1,yes,yes,65010.74,no
631,Female,34,4,124379.14,1,yes,no,106892.91,no
663,Female,37,7,0,1,yes,yes,185210.63,no
506,Female,41,3,57745.76,1,yes,no,4035.46,no
570,Female,50,5,129293.74,1,yes,no,177805.44,yes
703,Female,45,7,0,2,yes,yes,68831.72,no
698,Female,40,8,150777.1,1,yes,no,114732.62,no
731,Male,41,4,0,2,yes,no,22299.27,no
625,Male,34,6,0,2,no,no,197283.2,no
634,Male,31,9,108632.48,1,yes,yes,179485.96,yes
616,Male,59,5,153861.1,1,yes,yes,17699.48,no
500,Male,56,1,100374.58,1,yes,no,118490.8,yes
446,Male,32,8,0,2,no,no,133292.94,no
669,Female,47,9,61196.54,1,yes,no,58170.24,no
581,Male,31,6,116891.72,1,yes,no,107137.3,no
704,Female,54,6,133656.91,3,yes,no,145071.33,yes
748,Male,44,2,92911.52,1,no,yes,85495.24,no
680,Female,31,9,119825.75,2,yes,yes,101139.3,no
655,Female,37,7,111852.84,2,yes,no,10511.13,no
690,Male,32,0,106683.52,2,yes,yes,137916.49,no
695,Male,40,7,139022.24,1,no,yes,193383.13,no
700,Female,40,4,148571.07,1,yes,no,189826.96,yes
773,Male,52,4,0,1,no,yes,144113.42,no
749,Male,42,1,129776.72,2,no,yes,143538.51,no
611,Female,46,5,0,1,yes,no,77677.14,yes
606,Female,46,8,0,2,yes,yes,183717.94,no
554,Male,24,10,0,1,no,no,92180.62,no
567,Female,37,7,0,2,yes,yes,28690.9,no
559,Male,24,3,114739.92,1,yes,no,85891.02,yes
594,Male,41,2,122545.65,2,yes,yes,42050.24,no
513,Female,37,6,0,2,yes,no,110142.34,no
652,Female,26,1,131908.35,1,yes,yes,179269.79,no
680,Female,42,7,105722.69,1,yes,yes,90558.24,yes
784,Male,33,10,0,2,yes,no,162022.47,no
812,Female,44,8,0,3,yes,no,66926.83,yes
784,Female,40,8,0,2,yes,no,108891.3,no
570,Female,18,4,82767.42,1,yes,no,71811.9,no
712,Female,42,1,87842.98,1,no,no,92223.59,no
705,Male,39,6,133261.13,1,yes,yes,78065.9,no
681,Female,32,3,0,2,yes,yes,59679.9,no
620,Male,41,0,97925.11,1,yes,no,85000.32,no
711,Male,52,5,0,1,yes,yes,159808.95,no
613,Female,24,7,140453.91,1,yes,no,129001.3,no
613,Female,20,0,117356.19,1,no,no,113557.7,yes
682,Male,36,5,0,2,yes,yes,147758.51,no
850,Male,37,4,137204.77,1,yes,yes,28865.59,no
601,Female,41,1,0,2,no,yes,160607.06,no
595,Male,35,8,0,1,yes,no,100015.79,yes
675,Male,36,3,54098.18,2,no,yes,54478.52,no
591,Male,31,8,0,1,yes,yes,141677.33,no
602,Male,23,7,113758.48,2,no,no,84077.6,no
554,Female,34,8,0,1,no,yes,106981.03,no
541,Male,37,9,118636.92,1,yes,yes,73551.44,no
506,Male,34,7,0,2,no,no,115842.1,no
814,Male,44,8,95488.82,2,no,no,107013.59,no
683,Male,30,8,110829.52,2,no,no,24938.84,no
485,Male,51,7,144244.59,2,yes,no,51113.14,no
696,Female,31,8,122021.92,2,yes,no,33828.64,no
608,Female,30,8,0,2,yes,no,128875.86,no
792,Male,50,9,0,4,yes,yes,194700.81,yes
686,Male,22,5,0,2,yes,no,158974.45,no
790,Male,42,1,85839.62,1,yes,no,198182.73,no
654,Female,29,4,96974.97,1,no,yes,141404.07,no
452,Male,35,4,148172.44,1,yes,yes,4175.68,no
719,Male,38,0,0,1,yes,no,126876.47,no
707,Female,40,5,0,2,yes,no,41052.82,no
699,Female,49,2,0,1,no,no,105760.01,no
850,Male,30,2,0,2,no,yes,27937.12,no
828,Male,28,8,134766.85,1,yes,no,79355.87,no
850,Male,30,5,123210.56,2,yes,yes,102180.27,no
712,Male,47,1,139887.01,1,yes,yes,95719.73,no
634,Male,44,9,149961.11,1,yes,no,57121.51,no
730,Male,45,6,152880.97,1,no,no,162478.11,no
685,Male,43,9,108589.47,2,no,yes,194808.51,no
809,Male,33,9,0,1,yes,yes,124045.65,no
707,Female,35,3,56674.48,1,yes,no,17987.4,yes
648,Male,32,8,0,1,yes,no,133653.38,no
760,Female,57,1,0,2,yes,yes,25101.17,no
805,Female,33,3,105663.56,2,no,yes,33330.89,no
585,Female,39,7,0,2,yes,no,2401.26,no
595,Female,30,5,100683.54,1,yes,yes,178361.04,no
630,Male,42,6,0,2,yes,no,162697.93,no
627,Male,29,5,139541.58,2,yes,no,80607.33,no
631,Female,37,2,121801.72,2,no,yes,23146.62,no
776,Male,38,5,112281.7,1,no,yes,89893.6,no
676,Female,36,4,0,2,yes,yes,3173.31,no
758,Female,40,5,93499.82,2,no,no,123218.81,no
637,Male,33,0,132255.99,2,no,yes,74588.41,no
850,Male,20,7,0,2,yes,no,31288.77,no
601,Female,44,4,0,2,yes,no,58561.31,no
735,Male,49,5,121973.28,1,yes,no,148804.36,no
614,Male,32,7,99462.8,2,yes,yes,51117.06,no
672,Female,21,3,165878.76,2,yes,yes,164537.17,no
642,Male,30,8,117494.27,1,no,no,61977.82,no
633,Female,29,0,138577.34,1,yes,no,193362.99,no
769,Male,39,9,0,1,yes,yes,47722.79,no
796,Male,41,8,107525.07,1,yes,no,18510.41,no
715,Male,23,7,139224.92,2,yes,no,65057.71,no
695,Female,42,7,121453.63,1,no,no,46374.64,no
747,Female,25,4,0,2,no,yes,42039.67,no
584,Female,54,1,77354.37,1,no,no,138192.98,yes
476,Male,40,6,0,1,yes,yes,22735.45,no
850,Female,39,7,79259.99,1,no,yes,186910.74,no
529,Male,30,2,116295.29,1,yes,no,75285.47,no
584,Female,59,1,0,1,no,yes,130260.11,yes
586,Male,34,9,74309.81,1,yes,no,15034.93,no
674,Male,34,2,152797.9,1,yes,no,175709.4,yes
552,Male,42,9,133701.07,2,yes,no,101069.71,yes
601,Female,33,7,114430.18,2,yes,yes,153012.13,no
541,Male,29,7,127504.57,1,no,no,86173.92,no
744,Female,41,2,84113.41,1,yes,no,197548.63,no
595,Female,23,10,101126.66,2,no,no,37042.8,no
724,Male,33,5,103564.83,2,yes,no,121085.72,no
533,Female,52,7,0,1,no,yes,194113.99,yes
618,Male,37,2,168178.21,2,no,yes,101273.23,no
523,Female,39,1,143903.11,1,yes,yes,118711.75,yes
642,Female,30,5,129753.69,1,yes,no,582.53,no
584,Male,35,9,0,2,yes,no,192381.21,no
521,Male,38,5,110641.18,1,no,yes,136507.69,yes
662,Female,36,4,166909.2,2,yes,no,138871.12,yes
758,Female,34,1,154139.45,1,yes,yes,60728.89,no
717,Male,38,7,97459.06,1,no,no,189175.71,no
611,Male,40,1,0,2,yes,yes,102547.56,no
766,Male,43,6,112088.04,2,yes,yes,36706.56,no
636,Female,34,3,0,2,yes,yes,44756.25,no
814,Female,48,7,0,2,yes,yes,132870.15,no
760,Male,28,1,141038.57,2,no,no,16287.38,no
607,Male,39,2,84468.67,2,yes,yes,121945.42,no
725,Female,36,4,118520.26,1,no,no,131173.9,yes
600,Male,37,1,142663.46,1,no,yes,88669.89,no
656,Male,27,4,118627.16,2,yes,yes,160835.3,no
640,Male,34,1,137523.02,1,no,no,24761.36,no
439,Male,28,7,110976.23,2,yes,no,138526.96,no
549,Female,38,8,107283.4,1,no,no,157442.75,no
622,Male,38,5,0,2,no,no,105295.77,no
715,Male,34,4,124314.45,1,no,no,97782.92,no
657,Female,41,5,95858.37,1,yes,yes,68255.88,no
703,Male,36,2,0,2,yes,no,108790.95,no
802,Male,33,8,0,2,yes,no,143706.18,no
793,Female,36,0,0,1,no,no,148993.47,no
554,Female,35,6,117707.18,2,no,no,95277.15,yes
533,Male,38,1,135289.33,2,no,yes,152956.33,no
658,Male,36,8,174060.46,1,yes,yes,94925.62,no
713,Male,40,3,114446.84,2,yes,yes,87308.18,no
711,Male,37,2,0,2,yes,no,83978.86,yes
669,Male,25,1,157848.53,1,no,no,37543.93,yes
439,Female,43,8,0,1,no,yes,104889.3,no
763,Female,37,6,0,2,yes,yes,149705.25,no
697,Female,74,3,108071.36,2,yes,yes,16445.79,no
702,Female,35,8,14262.8,2,yes,no,54689.16,no
686,Male,41,7,102749.72,1,no,yes,194913.86,no
629,Male,36,1,161757.87,2,yes,yes,146371.72,no
823,Male,38,1,0,2,yes,no,156603.7,no
683,Female,35,5,95698.79,1,no,yes,182566.76,no
555,Male,37,9,124969.13,1,yes,no,60194.05,no
647,Male,44,4,93960.35,1,yes,no,36579.53,yes
714,Female,51,4,88308.87,3,no,no,5862.53,yes
850,Female,39,10,0,2,yes,yes,143030.09,no
713,Female,59,3,0,2,yes,yes,62700.08,no
452,Male,30,7,112935.87,1,yes,yes,99017.34,no
683,Female,24,8,98567.1,1,yes,no,187987.01,no
577,Female,26,1,180530.51,1,no,no,123454.62,no
552,Male,33,5,140931.57,1,no,yes,10921.5,no
769,Female,31,7,148913.72,2,yes,no,53817.23,no
691,Male,38,7,0,2,no,no,81617.4,no
818,Female,49,2,0,1,no,yes,192298.84,yes
739,Male,41,5,0,2,no,no,143882.25,no
639,Female,50,6,115335.32,2,yes,yes,53130.41,no
651,Female,65,0,0,2,yes,yes,190454.04,no
779,Female,26,0,0,2,no,yes,111906,no
850,Female,33,7,134678.13,1,yes,no,113177.95,no
829,Male,38,9,0,2,yes,no,30529.88,no
579,Male,31,2,90547.48,2,yes,yes,18800.13,no
510,Male,32,9,103324.78,1,yes,yes,46127.7,no
531,Male,29,3,114590.58,1,no,no,75585.48,no
628,Female,36,3,91286.51,1,yes,no,63085.94,no
633,Male,32,5,163340.12,2,yes,yes,74415.2,no
714,Male,45,8,150900.29,2,no,yes,139889.15,no
604,Male,23,9,124577.33,1,yes,yes,7267.25,no
630,Male,35,1,0,2,no,no,186826.22,no
850,Female,31,4,91292.7,1,yes,yes,162149.07,no
788,Female,57,8,93716.72,1,yes,yes,180150.49,yes
798,Female,37,4,111723.08,1,yes,yes,83478.12,no
770,Male,45,4,110765.68,1,yes,no,26163.74,yes
569,Male,25,9,173459.45,2,yes,yes,44381.06,no
425,Female,22,7,169649.73,2,no,yes,136365,yes
547,Female,31,9,0,2,no,no,99294.22,no
725,Male,45,8,116917.07,1,no,no,173464.43,yes
506,Male,37,5,0,2,yes,yes,127543.81,no
632,Female,36,7,0,2,yes,yes,52526.65,no
620,Male,22,0,0,1,yes,no,32589.45,no
663,Male,32,8,130627.66,1,yes,no,47161.25,yes
700,Female,46,5,56580.95,2,no,yes,45424.13,no
696,Male,38,6,142316.14,1,yes,yes,8018.49,no
767,Male,31,6,0,2,yes,yes,195668,no
561,Male,56,7,152759,2,yes,no,133167.11,yes
350,Male,39,0,109733.2,2,no,no,123602.11,yes
706,Male,54,9,117444.51,1,yes,yes,186238.85,no
464,Female,34,5,76001.57,1,yes,yes,158668.87,no
501,Female,34,3,107747.57,1,yes,no,9249.36,no
745,Female,35,8,0,2,yes,yes,116581.1,no
587,Female,36,1,134997.49,2,yes,no,44688.08,no
667,Female,48,2,0,2,yes,yes,148608.39,no
737,Male,36,9,0,1,no,yes,188670.9,yes
485,Female,30,7,0,1,yes,no,107067.37,no
590,Female,37,0,64345.21,1,no,yes,61759.33,yes
518,Female,35,8,141665.63,1,no,yes,192776.64,no
581,Female,29,8,0,2,yes,no,46735.19,no
785,Female,33,5,136624.6,2,yes,yes,169117.74,no
799,Female,52,4,161209.66,1,yes,yes,89081.41,no
698,Male,38,10,95010.92,1,yes,yes,105227.86,no
730,Female,41,4,167545.32,1,yes,no,128246.81,no
740,Female,36,4,109044.6,1,no,no,94554.74,yes
785,Female,47,9,122031.55,1,yes,yes,33823.5,yes
527,Female,29,2,27755.97,1,yes,no,97468.44,yes
544,Female,29,1,118560.55,1,yes,yes,164137.36,no
705,Male,61,4,0,2,yes,yes,191313.7,no
684,Male,34,9,0,2,yes,yes,65257.57,no
639,Female,28,8,97840.72,1,yes,yes,178222.77,no
565,Female,38,2,158651.29,2,yes,yes,179445.28,no
481,Male,44,9,175303.06,1,yes,no,65500.53,yes
731,Male,25,8,96950.21,1,yes,no,97877.92,no
607,Male,45,7,123859.6,1,no,yes,113051.57,no
760,Female,32,7,0,2,yes,yes,105969.05,no
559,Female,70,9,0,1,yes,yes,122996.76,no
715,Female,33,3,85227.84,1,yes,yes,68087.15,no
656,Male,36,8,97786.08,2,no,yes,21478.36,no
652,Male,33,7,128135.99,1,yes,no,158437.73,no
624,Male,33,6,0,2,no,no,76551.7,no
634,Male,36,2,85996.19,1,yes,no,15887.68,no
850,Female,50,10,0,2,yes,yes,33741.84,no
659,Female,39,1,104502.11,1,yes,no,20652.69,no
529,Male,35,5,95772.97,1,yes,yes,112781.5,no
572,Male,31,5,98108.79,1,no,yes,119996.95,no
640,Male,39,9,131607.28,4,no,yes,6981.43,yes
770,Male,55,9,63127.41,2,yes,no,185211.28,yes
648,Male,35,7,0,2,yes,yes,78436.36,no
579,Male,31,9,0,1,no,yes,139048,no
589,Female,36,9,140355.56,2,yes,no,136329.96,no
530,Female,36,2,0,2,yes,yes,14721.8,no
831,Male,30,2,0,2,no,yes,3430.38,no
790,Male,24,7,107418.27,1,no,yes,160450.21,no
656,Male,35,6,0,2,yes,no,1485.27,no
563,Male,32,6,0,2,yes,yes,19720.08,no
667,Male,39,7,167557.12,1,yes,yes,41183.02,no
613,Male,34,8,117300.02,1,yes,no,139410.08,no
429,Male,60,7,0,2,yes,yes,163691.48,no
665,Female,23,9,143672.9,1,yes,yes,115147.33,no
731,Male,33,4,0,2,yes,yes,74945.11,no
584,Female,37,1,0,2,yes,yes,180363.56,no
634,Female,31,8,76798.92,1,no,no,196021.73,no
488,Male,34,3,0,2,yes,yes,125979.36,no
535,Female,49,7,115309.75,1,yes,no,111421.77,no
776,Female,29,7,178171.04,2,yes,yes,115818.51,no
850,Female,38,3,0,2,no,yes,179360.76,no
673,Female,37,0,0,2,no,no,82351.06,no
850,Female,45,5,127258.79,1,yes,yes,192744.23,yes
627,Female,30,6,0,1,yes,yes,113408.47,no
570,Female,33,8,0,1,yes,yes,124641.42,no
796,Male,67,5,0,2,no,yes,54871.02,no
773,Female,33,10,0,1,yes,yes,98820.09,no
752,Male,36,2,0,2,yes,yes,45570.84,no
625,Female,69,1,107569.96,1,yes,yes,182336.45,no
535,Male,20,9,134874.4,1,yes,yes,118825.56,no
786,Female,29,4,0,2,yes,no,103372.79,no
620,Female,67,3,0,2,yes,yes,43486.73,no
605,Female,48,6,0,2,yes,yes,40062.99,no
670,Female,32,3,0,2,yes,no,46175.7,no
617,Male,42,0,70105.87,1,yes,yes,120830.73,no
595,Male,41,9,0,2,yes,no,5967.09,no
687,Female,29,4,78939.15,1,yes,no,122134.56,yes
757,Male,30,6,105128.85,2,yes,yes,62972.13,no
746,Male,31,2,113836.27,1,yes,yes,174815.54,no
503,Male,25,7,0,1,no,yes,192841.13,no
543,Male,48,1,100900.5,1,no,no,33310.72,yes
428,Female,40,3,129248.11,2,yes,no,72876.43,yes
768,Female,28,3,109118.05,2,no,yes,50911.41,no
618,Male,56,7,0,1,yes,yes,142400.27,yes
591,Female,31,7,0,2,no,yes,48778.46,no
658,Female,35,5,126397.66,1,no,no,156361.58,yes
625,Male,36,9,108546.16,3,yes,no,133807.77,yes
717,Male,36,2,148061.89,1,yes,no,179128.69,yes
667,Male,44,8,122277.87,1,yes,yes,91810.71,no
804,Male,24,3,0,2,yes,no,173195.33,no
693,Male,31,1,0,2,no,yes,182270.88,no
729,Male,36,8,152899.24,2,yes,no,177130.33,no
484,Male,54,3,134388.11,1,no,no,49954.79,yes
632,Female,40,3,109740.62,1,yes,no,141896.74,no
536,Male,23,6,92366.72,2,yes,no,120661.71,no
573,Female,26,4,129109.02,1,no,no,149814.68,yes
655,Female,56,5,0,2,yes,yes,41782.7,no
666,Male,74,7,105102.5,1,yes,yes,46172.47,no
726,Male,30,5,111375.32,2,yes,no,2704.09,no
523,Male,39,3,0,2,yes,no,6726.53,no
728,Female,33,9,150412.14,2,yes,no,170764.08,no
701,Male,30,3,156660.72,2,yes,no,45742.42,no
518,Male,38,3,90957.81,1,no,yes,162304.59,no
739,Male,37,7,104960.46,1,no,yes,80883.82,no
531,Female,31,7,117052.82,1,yes,no,118508.09,yes
452,Male,44,3,88915.85,1,yes,no,69697.74,no
684,Male,45,6,148071.39,1,yes,no,183575.01,no
728,Male,39,6,152182.83,1,no,no,161203.6,no
783,Male,39,9,0,2,yes,no,143752.77,no
734,Male,22,5,130056.23,1,no,no,121894.31,yes
648,Male,34,3,95039.73,2,yes,yes,147055.87,no
688,Male,52,1,0,2,yes,yes,172033.57,no
680,Male,35,9,0,2,no,no,143774.06,no
516,Female,43,2,112773.73,2,yes,yes,139366.58,no
680,Female,37,10,123806.28,1,yes,no,81776.84,yes
604,Male,53,8,144453.75,1,yes,no,190998.96,yes
624,Male,27,9,94667.29,2,no,yes,4470.52,no
623,Male,21,10,0,2,no,yes,135851.3,no
624,Male,51,5,174397.21,2,yes,yes,172372.63,no
565,Female,58,3,108888.24,3,no,yes,135875.51,yes
565,Male,55,4,118803.35,2,yes,yes,128124.7,yes
710,Male,54,6,171137.62,1,yes,yes,167023.95,yes
645,Male,42,6,0,1,no,no,149807.01,no
707,Male,33,8,136678.52,1,yes,no,54290.62,no
655,Female,36,1,135515.76,1,yes,no,86013.96,no
705,Female,24,5,177799.83,2,no,no,79886.06,no
358,Female,52,8,143542.36,3,yes,no,141959.11,yes
578,Male,34,8,147487.23,2,yes,no,66680.77,no
800,Female,40,5,97764.41,1,yes,no,98640.15,yes
612,Female,33,9,0,1,no,no,142797.5,yes
681,Female,48,8,139480.18,1,yes,yes,163581.67,no
559,Male,25,5,0,2,yes,yes,163221.22,no
488,Female,39,9,140553.46,1,no,no,12440.44,no
717,Female,36,5,0,2,yes,yes,145551.6,no
666,Female,41,10,141162.08,1,yes,no,50908.48,no
582,Male,26,4,65848.36,2,yes,no,30149.21,no
733,Female,30,0,83319.28,1,no,no,57769.2,no
693,Male,41,4,0,2,no,no,156381.47,no
694,Female,33,4,129731.64,2,yes,no,178123.86,no
622,Female,35,5,0,2,yes,no,51112.8,no
598,Female,38,6,0,2,no,no,173783.38,no
717,Male,35,1,0,3,no,no,174770.14,yes
494,Male,37,5,107106.33,2,yes,no,172063.09,no
644,Male,33,8,0,2,yes,yes,155294.17,no
554,Female,30,9,0,2,yes,yes,40320.3,no
476,Female,69,1,105303.73,1,no,yes,134260.34,no
667,Male,28,6,165798.1,1,yes,no,147090.9,no
748,Female,40,4,0,2,yes,no,132368.47,no
531,Female,45,1,126495.57,2,yes,yes,164741.5,no
719,Female,47,9,116393.59,1,yes,no,63051.32,yes
845,Female,41,2,81733.74,2,no,no,199761.29,no
738,Male,54,4,0,1,no,yes,55725.04,yes
563,Female,46,8,106171.68,1,yes,no,163145.5,yes
695,Male,28,0,96020.86,1,yes,yes,57992.49,no
841,Male,41,1,0,2,no,yes,193093.77,no
626,Male,36,2,181671.16,2,yes,yes,57531.14,no
613,Female,29,6,185709.28,2,yes,yes,77242.19,no
824,Male,60,8,134250.17,3,no,no,153046.16,yes
705,Female,49,7,0,1,yes,no,63405.2,yes
584,Female,44,5,95671.75,2,yes,yes,106564.88,no
534,Male,62,2,0,2,no,no,42763.12,yes
672,Female,34,1,142151.75,2,yes,yes,168753.34,no
603,Male,43,5,127823.93,1,yes,yes,19483.35,no
633,Male,43,3,144164.29,1,yes,yes,158646.46,no
842,Male,58,1,63492.94,1,yes,yes,83172.19,no
661,Female,27,3,0,2,yes,yes,76889.79,no
601,Male,74,2,0,2,no,yes,51554.58,no
632,Male,41,0,106134.46,1,no,yes,105570.39,no
684,Male,29,8,127269.75,1,no,yes,79495.01,no
785,Female,32,3,124493.03,2,no,yes,52583.79,yes
687,Male,39,7,0,2,yes,no,26848.25,no
705,Female,43,10,146547.78,1,no,yes,10072.55,yes
639,Male,43,6,99610.92,2,yes,no,187296.78,no
729,Male,46,5,117837.43,1,yes,no,104016.61,yes
556,Female,48,8,168522.37,1,yes,yes,151310.16,no
570,Male,32,9,117337.54,2,no,yes,62810.91,no
841,Male,74,9,108131.53,1,no,yes,60830.38,no
705,Male,35,4,136496.12,2,yes,no,116672.02,no
553,Male,32,3,116324.53,1,yes,no,77304.49,no
779,Female,40,2,75470.23,1,yes,yes,52894.01,no
696,Male,28,4,172646.82,1,yes,yes,116471.43,no
728,Female,37,4,0,1,no,no,4539.38,no
691,Male,27,3,160358.68,2,yes,no,142367.72,no
706,Male,30,3,98415.37,1,yes,yes,110520.48,no
627,Female,30,6,57809.32,1,yes,no,188258.49,no
716,Female,18,3,128743.8,1,no,no,197322.13,no
501,Male,24,4,130806.42,2,yes,no,80241.14,no
601,Male,41,1,123971.16,1,no,yes,172814.99,no
545,Female,39,6,0,1,no,no,38410.74,yes
634,Male,45,9,0,2,no,no,17622.82,no
451,Female,23,9,0,2,no,yes,48021.71,no
655,Female,59,7,0,1,yes,no,88958.49,yes
458,Female,39,9,0,2,yes,no,116343.09,no
520,Male,33,4,156297.58,2,yes,yes,166102.61,no
624,Female,28,2,0,2,no,yes,104353.26,no
765,Male,51,3,123372.3,1,yes,yes,115429.32,no
667,Female,37,5,92171.35,3,yes,no,178106.34,yes
665,Male,41,8,0,2,yes,no,132152.32,no
709,Male,34,4,148375.19,2,yes,yes,21521.38,no
583,Female,44,8,0,2,yes,yes,27431.62,no
782,Male,34,6,147422.44,1,no,yes,42143.61,no
668,Female,24,7,173962.32,1,no,no,106457.11,yes
621,Male,47,0,0,1,yes,yes,133831.37,yes
579,Female,64,6,145215.43,1,yes,yes,164083.72,no
547,Female,38,5,167539.97,1,no,yes,159207.34,no
840,Female,39,1,94968.97,1,yes,no,84487.62,no
667,Female,27,3,106116.5,2,yes,no,3674.71,no
723,Male,34,5,0,2,no,yes,12092.03,no
487,Male,45,2,0,2,yes,no,77475.73,no
668,Female,31,9,0,2,no,no,41291.73,no
520,Male,34,8,120018.86,2,yes,yes,343.38,no
549,Male,37,2,112541.54,2,no,no,47432.43,no
567,Female,35,5,166118.45,2,yes,no,127827.18,no
720,Female,45,1,102882.4,2,yes,yes,35633.15,yes
492,Female,49,8,0,1,yes,yes,182865.09,yes
712,Female,37,1,106881.5,2,no,no,169386.81,no
689,Male,26,4,120727.97,1,no,yes,149073.88,no
850,Male,63,8,169832.57,1,no,no,184107.26,yes
747,Male,41,5,0,2,yes,yes,22750.17,no
469,Male,38,9,113599.42,1,no,no,11950.29,no
539,Male,38,6,0,1,yes,yes,152880.07,yes
743,Male,32,9,0,2,yes,no,175252.78,no
707,Male,47,3,0,2,yes,no,174303.29,no
581,Female,50,4,0,2,yes,yes,80701.72,no
737,Male,38,6,146282.79,2,yes,no,198516.2,no
445,Female,38,6,119413.62,2,yes,no,175756.36,no
703,Female,29,3,122084.63,1,no,yes,82824.08,no
588,Female,35,1,103060.63,1,yes,no,179866.01,yes
765,Male,44,6,0,2,yes,yes,159899.97,no
626,Male,33,8,0,2,yes,no,138504.28,no
545,Male,37,9,110483.86,1,yes,yes,127394.67,no
744,Male,31,9,120718.28,1,yes,yes,58961.49,no
658,Female,31,2,36566.96,1,yes,no,103644.98,yes
629,Male,28,8,108601,1,yes,yes,119647.7,no
719,Female,42,4,0,1,yes,no,28465.86,yes
686,Female,36,5,0,2,yes,yes,152979.14,no
743,Male,36,4,0,2,yes,yes,190911.02,no
626,Female,48,2,0,2,yes,yes,95794.98,no
661,Male,44,1,141136.62,1,yes,no,189742.78,yes
710,Male,45,9,108231.37,1,yes,yes,188574.08,no
654,Male,40,6,0,1,no,no,183872.88,yes
569,Female,34,6,144855.34,1,no,no,196555.32,no
640,Male,63,2,68432.45,2,yes,yes,112503.24,yes
562,Male,45,6,136855.24,1,yes,no,46864,no
721,Female,55,3,44020.89,1,yes,no,65864.4,yes
456,Male,32,9,133060.63,1,yes,yes,125167.92,no
811,Male,39,7,0,2,yes,yes,177519.39,no
534,Male,24,1,0,1,yes,yes,169653.32,no
423,Female,36,5,97665.61,1,yes,no,118372.55,yes
594,Male,28,5,185013.02,1,yes,no,16481.12,no
725,Female,32,0,0,2,yes,yes,138525.19,no
716,Female,52,7,65971.61,2,yes,no,14608,yes
595,Female,41,9,150463.11,2,no,yes,81548.38,no
679,Female,33,1,0,2,no,no,69608.48,no
667,Male,39,9,0,2,yes,no,68873.8,no
661,Female,37,5,136425.18,1,yes,no,81102.81,no
655,Male,38,3,250898.09,3,no,yes,81054,yes
555,Male,55,4,146798.81,1,yes,yes,74149.77,no
531,Male,70,1,0,2,no,no,99503.19,no
611,Female,40,7,128486.91,2,yes,no,10109.47,no
600,Female,38,9,0,2,yes,yes,58855.85,no
531,Male,37,1,143407.29,2,no,yes,84402.46,no
601,Female,43,2,0,1,yes,no,49713.87,yes
548,Male,57,6,76165.65,1,yes,yes,133537.53,no
759,Male,40,4,0,2,yes,no,124615.59,no
678,Female,49,8,0,2,no,yes,98090.69,no
755,Female,33,6,90560.3,2,yes,yes,42607.69,no
594,Male,61,3,62391.22,1,yes,yes,192434.11,no
768,Male,42,5,0,3,no,no,60686.4,no
492,Female,31,7,0,2,yes,yes,49463.44,no
637,Female,55,1,123378.2,1,yes,no,81431.99,yes
646,Female,42,3,99836.47,1,no,yes,22909.56,no
593,Male,74,5,161434.36,2,yes,yes,65532.17,no
596,Male,41,5,0,2,no,yes,141053.85,no
722,Female,48,10,138311.76,1,yes,yes,3472.63,yes
642,Male,25,7,0,2,yes,no,102083.78,no
472,Female,28,4,0,2,yes,no,1801.77,no
738,Male,35,6,101744.84,1,no,no,85185.44,no
732,Male,33,8,0,1,yes,no,119882.7,no
404,Female,54,4,125456.07,1,yes,no,83715.66,yes
701,Male,44,7,0,2,yes,no,23425.78,no
683,Male,31,2,0,2,no,yes,77326.78,no
460,Female,27,7,0,2,yes,no,156150.08,yes
690,Male,29,5,0,2,yes,no,108577.97,no
618,Female,54,4,118449.21,1,yes,yes,133573.29,yes
671,Male,30,2,0,1,no,yes,102057.86,no
765,Female,32,9,178095.55,1,no,no,47247.56,no
651,Female,25,2,109175.14,2,yes,no,114566.47,no
704,Male,32,7,127785.17,4,no,no,184464.7,yes
544,Female,45,6,0,2,no,yes,151401.33,no
790,Female,40,9,0,2,yes,yes,70607.1,no
710,Male,34,9,134260.36,2,yes,no,147074.67,no
743,Male,37,8,69143.91,2,no,yes,105780.18,no
702,Male,34,4,100054.77,1,yes,no,109496.45,no
704,Female,45,6,0,1,yes,yes,137739.45,no
614,Male,38,2,116248.88,1,yes,no,105140.92,no
609,Female,43,6,86053.52,2,yes,yes,113276.46,yes
688,Female,32,6,123157.95,1,yes,no,172531.23,no
713,Male,44,1,63438.91,1,yes,no,64375.4,no
736,Male,57,9,95295.39,1,yes,no,28434.44,yes
727,Male,18,4,133550.67,1,yes,yes,46941.41,no
850,Female,38,1,106871.81,2,yes,no,29333.01,no
718,Male,45,3,105266.32,2,yes,yes,193724.51,no
643,Female,51,2,105229.53,1,yes,no,34967.75,yes
653,Male,41,8,102768.42,1,yes,no,55663.85,no
674,Male,18,7,0,2,yes,yes,55753.12,yes
690,Male,35,6,112689.95,1,yes,no,176962.31,no
819,Male,38,9,122334.26,2,yes,yes,181507.44,no
634,Male,34,1,0,2,yes,no,61995.57,no
633,Male,33,4,137847.41,2,yes,no,98349.13,no
850,Male,49,5,122486.47,1,no,yes,59748.19,no
665,Male,33,2,101286.11,1,yes,yes,159840.51,no
630,Male,26,7,0,2,yes,yes,6656.64,no
